suite,case_id,backend,status,result,expected,elapsed_sec,error_type,error_message,tags,source
growing,workers_055,coso,solved,50187304054872668884200,50187304054872668884200,0.227510,,,workers;set;composition;index;size;growing;family=workers;domain=55,workers composition
growing,workers_055,asp,unsolved,0,50187304054872668884200,0.207696,WrongAnswer,"expected 50187304054872668884200, got 0",workers;set;composition;index;size;growing;family=workers;domain=55,workers composition
growing,workers_055,essence,unsolved,,50187304054872668884200,0.487088,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=55,workers composition
growing,workers_060,wfomc,solved,3553261127084984957001360,3553261127084984957001360,0.431948,,,workers;set;composition;index;size;growing;family=workers;domain=60,workers composition
growing,workers_060,propositionalwfomc,solved,3553261127084984957001360,3553261127084984957001360,15.510036,,,workers;set;composition;index;size;growing;family=workers;domain=60,workers composition
growing,workers_060,coso,solved,3553261127084984957001360,3553261127084984957001360,0.232428,,,workers;set;composition;index;size;growing;family=workers;domain=60,workers composition
growing,workers_060,asp,unsolved,0,3553261127084984957001360,0.206378,WrongAnswer,"expected 3553261127084984957001360, got 0",workers;set;composition;index;size;growing;family=workers;domain=60,workers composition
growing,workers_060,essence,unsolved,,3553261127084984957001360,0.477329,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=60,workers composition
growing,workers_065,wfomc,solved,1280789124444724123137308400,1280789124444724123137308400,0.432503,,,workers;set;composition;index;size;growing;family=workers;domain=65,workers composition
growing,workers_065,propositionalwfomc,solved,1280789124444724123137308400,1280789124444724123137308400,18.368292,,,workers;set;composition;index;size;growing;family=workers;domain=65,workers composition
growing,workers_065,coso,solved,1280789124444724123137308400,1280789124444724123137308400,0.232930,,,workers;set;composition;index;size;growing;family=workers;domain=65,workers composition
growing,workers_065,asp,unsolved,0,1280789124444724123137308400,0.202584,WrongAnswer,"expected 1280789124444724123137308400, got 0",workers;set;composition;index;size;growing;family=workers;domain=65,workers composition
growing,workers_065,essence,unsolved,,1280789124444724123137308400,0.473251,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=65,workers composition
growing,workers_070,wfomc,solved,93614041459414381363854177600,93614041459414381363854177600,0.435289,,,workers;set;composition;index;size;growing;family=workers;domain=70,workers composition
growing,workers_070,propositionalwfomc,solved,93614041459414381363854177600,93614041459414381363854177600,21.119813,,,workers;set;composition;index;size;growing;family=workers;domain=70,workers composition
growing,workers_070,coso,solved,93614041459414381363854177600,93614041459414381363854177600,0.227102,,,workers;set;composition;index;size;growing;family=workers;domain=70,workers composition
growing,workers_070,asp,unsolved,0,93614041459414381363854177600,0.210226,WrongAnswer,"expected 93614041459414381363854177600, got 0",workers;set;composition;index;size;growing;family=workers;domain=70,workers composition
growing,workers_070,essence,unsolved,,93614041459414381363854177600,0.491459,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=70,workers composition
growing,workers_075,wfomc,solved,18661599110928643792648315480800,18661599110928643792648315480800,0.441866,,,workers;set;composition;index;size;growing;family=workers;domain=75,workers composition
growing,workers_075,propositionalwfomc,solved,18661599110928643792648315480800,18661599110928643792648315480800,24.147030,,,workers;set;composition;index;size;growing;family=workers;domain=75,workers composition
growing,workers_075,coso,solved,18661599110928643792648315480800,18661599110928643792648315480800,0.228715,,,workers;set;composition;index;size;growing;family=workers;domain=75,workers composition
growing,workers_075,asp,unsolved,0,18661599110928643792648315480800,0.214107,WrongAnswer,"expected 18661599110928643792648315480800, got 0",workers;set;composition;index;size;growing;family=workers;domain=75,workers composition
growing,workers_075,essence,unsolved,,18661599110928643792648315480800,0.487863,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=75,workers composition
growing,workers_080,wfomc,solved,2494912250368767916278674792740800,2494912250368767916278674792740800,0.441991,,,workers;set;composition;index;size;growing;family=workers;domain=80,workers composition
growing,workers_080,propositionalwfomc,solved,2494912250368767916278674792740800,2494912250368767916278674792740800,27.539088,,,workers;set;composition;index;size;growing;family=workers;domain=80,workers composition
growing,workers_080,coso,solved,2494912250368767916278674792740800,2494912250368767916278674792740800,0.235973,,,workers;set;composition;index;size;growing;family=workers;domain=80,workers composition
growing,workers_080,asp,unsolved,0,2494912250368767916278674792740800,0.206785,WrongAnswer,"expected 2494912250368767916278674792740800, got 0",workers;set;composition;index;size;growing;family=workers;domain=80,workers composition
growing,workers_080,essence,unsolved,,2494912250368767916278674792740800,0.504543,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=80,workers composition
growing,workers_085,wfomc,solved,502903026467190218552744304651038400,502903026467190218552744304651038400,0.449643,,,workers;set;composition;index;size;growing;family=workers;domain=85,workers composition
growing,workers_085,propositionalwfomc,solved,502903026467190218552744304651038400,502903026467190218552744304651038400,30.576873,,,workers;set;composition;index;size;growing;family=workers;domain=85,workers composition
growing,workers_085,coso,solved,502903026467190218552744304651038400,502903026467190218552744304651038400,0.230216,,,workers;set;composition;index;size;growing;family=workers;domain=85,workers composition
growing,workers_085,asp,unsolved,0,502903026467190218552744304651038400,0.207473,WrongAnswer,"expected 502903026467190218552744304651038400, got 0",workers;set;composition;index;size;growing;family=workers;domain=85,workers composition
growing,workers_085,essence,unsolved,,502903026467190218552744304651038400,0.502708,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=85,workers composition
growing,workers_090,wfomc,solved,35806695484463943560955394491153934080,35806695484463943560955394491153934080,0.435923,,,workers;set;composition;index;size;growing;family=workers;domain=90,workers composition
growing,workers_090,propositionalwfomc,solved,35806695484463943560955394491153934080,35806695484463943560955394491153934080,34.496025,,,workers;set;composition;index;size;growing;family=workers;domain=90,workers composition
growing,workers_090,coso,solved,35806695484463943560955394491153934080,35806695484463943560955394491153934080,0.229942,,,workers;set;composition;index;size;growing;family=workers;domain=90,workers composition
growing,workers_090,asp,unsolved,0,35806695484463943560955394491153934080,0.209441,WrongAnswer,"expected 35806695484463943560955394491153934080, got 0",workers;set;composition;index;size;growing;family=workers;domain=90,workers composition
growing,workers_090,essence,unsolved,,35806695484463943560955394491153934080,0.489048,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=90,workers composition
growing,workers_095,wfomc,solved,13656568343964299650784972884236430593600,13656568343964299650784972884236430593600,0.442283,,,workers;set;composition;index;size;growing;family=workers;domain=95,workers composition
growing,workers_095,propositionalwfomc,solved,13656568343964299650784972884236430593600,13656568343964299650784972884236430593600,38.332966,,,workers;set;composition;index;size;growing;family=workers;domain=95,workers composition
growing,workers_095,coso,solved,13656568343964299650784972884236430593600,13656568343964299650784972884236430593600,0.235075,,,workers;set;composition;index;size;growing;family=workers;domain=95,workers composition
growing,workers_095,asp,unsolved,0,13656568343964299650784972884236430593600,0.211716,WrongAnswer,"expected 13656568343964299650784972884236430593600, got 0",workers;set;composition;index;size;growing;family=workers;domain=95,workers composition
growing,workers_095,essence,unsolved,,13656568343964299650784972884236430593600,0.499507,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=95,workers composition
growing,workers_100,wfomc,solved,993515347023402799594606777328200325684400,993515347023402799594606777328200325684400,0.450476,,,workers;set;composition;index;size;growing;family=workers;domain=100,workers composition
growing,workers_100,propositionalwfomc,solved,993515347023402799594606777328200325684400,993515347023402799594606777328200325684400,40.953954,,,workers;set;composition;index;size;growing;family=workers;domain=100,workers composition
growing,workers_100,coso,solved,993515347023402799594606777328200325684400,993515347023402799594606777328200325684400,0.235716,,,workers;set;composition;index;size;growing;family=workers;domain=100,workers composition
growing,workers_100,asp,unsolved,0,993515347023402799594606777328200325684400,0.211876,WrongAnswer,"expected 993515347023402799594606777328200325684400, got 0",workers;set;composition;index;size;growing;family=workers;domain=100,workers composition
growing,workers_100,essence,unsolved,,993515347023402799594606777328200325684400,0.501885,RuntimeError,Error:,workers;set;composition;index;size;growing;family=workers;domain=100,workers composition
growing,banana_005,wfomc,solved,30,30,1.252220,,,banana;bag;tuple;growing;family=banana;domain=5,BANANA bag tuple
growing,banana_005,propositionalwfomc,solved,30,30,3.470770,,,banana;bag;tuple;growing;family=banana;domain=5,BANANA bag tuple
growing,banana_005,coso,solved,30,30,0.143853,,,banana;bag;tuple;growing;family=banana;domain=5,BANANA bag tuple
growing,banana_005,asp,solved,30,30,0.141752,,,banana;bag;tuple;growing;family=banana;domain=5,BANANA bag tuple
growing,banana_005,essence,solved,30,30,1.005374,,,banana;bag;tuple;growing;family=banana;domain=5,BANANA bag tuple
growing,banana_010,wfomc,solved,1260,1260,1.270007,,,banana;bag;tuple;growing;family=banana;domain=10,BANANA bag tuple
growing,banana_010,propositionalwfomc,solved,1260,1260,7.894391,,,banana;bag;tuple;growing;family=banana;domain=10,BANANA bag tuple
growing,banana_010,coso,solved,1260,1260,0.147838,,,banana;bag;tuple;growing;family=banana;domain=10,BANANA bag tuple
growing,banana_010,asp,solved,1260,1260,80.037575,,,banana;bag;tuple;growing;family=banana;domain=10,BANANA bag tuple
growing,banana_010,essence,solved,1260,1260,2.128070,,,banana;bag;tuple;growing;family=banana;domain=10,BANANA bag tuple
growing,banana_015,wfomc,solved,180180,180180,1.773889,,,banana;bag;tuple;growing;family=banana;domain=15,BANANA bag tuple
growing,banana_015,propositionalwfomc,solved,180180,180180,26.514547,,,banana;bag;tuple;growing;family=banana;domain=15,BANANA bag tuple
growing,banana_015,coso,solved,180180,180180,0.141034,,,banana;bag;tuple;growing;family=banana;domain=15,BANANA bag tuple
growing,banana_015,asp,unsolved,,180180,100.102927,TimeoutError,Timed out after 100.000s,banana;bag;tuple;growing;family=banana;domain=15,BANANA bag tuple
growing,banana_015,essence,unsolved,,180180,100.067554,TimeoutError,Timed out after 100.000s,banana;bag;tuple;growing;family=banana;domain=15,BANANA bag tuple
growing,banana_020,wfomc,solved,22170720,22170720,1.934345,,,banana;bag;tuple;growing;family=banana;domain=20,BANANA bag tuple
growing,banana_020,propositionalwfomc,solved,22170720,22170720,38.791362,,,banana;bag;tuple;growing;family=banana;domain=20,BANANA bag tuple
growing,banana_020,coso,solved,22170720,22170720,0.141117,,,banana;bag;tuple;growing;family=banana;domain=20,BANANA bag tuple
growing,banana_020,asp,timeout,,22170720,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=20,BANANA bag tuple
growing,banana_020,essence,timeout,,22170720,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=20,BANANA bag tuple
growing,banana_025,wfomc,solved,3718214500,3718214500,2.171864,,,banana;bag;tuple;growing;family=banana;domain=25,BANANA bag tuple
growing,banana_025,propositionalwfomc,solved,3718214500,3718214500,58.711111,,,banana;bag;tuple;growing;family=banana;domain=25,BANANA bag tuple
growing,banana_025,coso,solved,3718214500,3718214500,0.140407,,,banana;bag;tuple;growing;family=banana;domain=25,BANANA bag tuple
growing,banana_025,asp,timeout,,3718214500,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=25,BANANA bag tuple
growing,banana_025,essence,timeout,,3718214500,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=25,BANANA bag tuple
growing,banana_030,wfomc,solved,465817912560,465817912560,2.842187,,,banana;bag;tuple;growing;family=banana;domain=30,BANANA bag tuple
growing,banana_030,propositionalwfomc,solved,465817912560,465817912560,81.429648,,,banana;bag;tuple;growing;family=banana;domain=30,BANANA bag tuple
growing,banana_030,coso,solved,465817912560,465817912560,0.139682,,,banana;bag;tuple;growing;family=banana;domain=30,BANANA bag tuple
growing,banana_030,asp,timeout,,465817912560,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=30,BANANA bag tuple
growing,banana_030,essence,timeout,,465817912560,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=30,BANANA bag tuple
growing,banana_035,wfomc,solved,38877879625200,38877879625200,4.141451,,,banana;bag;tuple;growing;family=banana;domain=35,BANANA bag tuple
growing,banana_035,propositionalwfomc,timeout,,38877879625200,100.022795,TimeoutError,Timed out after 100.000s,banana;bag;tuple;growing;family=banana;domain=35,BANANA bag tuple
growing,banana_035,coso,solved,38877879625200,38877879625200,0.140596,,,banana;bag;tuple;growing;family=banana;domain=35,BANANA bag tuple
growing,banana_035,asp,timeout,,38877879625200,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=35,BANANA bag tuple
growing,banana_035,essence,timeout,,38877879625200,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=35,BANANA bag tuple
growing,banana_040,wfomc,solved,5342931457063200,5342931457063200,6.798689,,,banana;bag;tuple;growing;family=banana;domain=40,BANANA bag tuple
growing,banana_040,propositionalwfomc,timeout,,5342931457063200,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=40,BANANA bag tuple
growing,banana_040,coso,solved,5342931457063200,5342931457063200,0.142258,,,banana;bag;tuple;growing;family=banana;domain=40,BANANA bag tuple
growing,banana_040,asp,timeout,,5342931457063200,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=40,BANANA bag tuple
growing,banana_040,essence,timeout,,5342931457063200,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=40,BANANA bag tuple
growing,banana_045,wfomc,solved,1009241588443116600,1009241588443116600,14.448292,,,banana;bag;tuple;growing;family=banana;domain=45,BANANA bag tuple
growing,banana_045,propositionalwfomc,timeout,,1009241588443116600,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=45,BANANA bag tuple
growing,banana_045,coso,solved,1009241588443116600,1009241588443116600,0.143211,,,banana;bag;tuple;growing;family=banana;domain=45,BANANA bag tuple
growing,banana_045,asp,timeout,,1009241588443116600,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=45,BANANA bag tuple
growing,banana_045,essence,timeout,,1009241588443116600,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=45,BANANA bag tuple
growing,banana_050,wfomc,solved,136722551657911619400,136722551657911619400,31.180925,,,banana;bag;tuple;growing;family=banana;domain=50,BANANA bag tuple
growing,banana_050,propositionalwfomc,timeout,,136722551657911619400,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=50,BANANA bag tuple
growing,banana_050,coso,solved,136722551657911619400,136722551657911619400,0.148070,,,banana;bag;tuple;growing;family=banana;domain=50,BANANA bag tuple
growing,banana_050,asp,timeout,,136722551657911619400,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=50,BANANA bag tuple
growing,banana_050,essence,timeout,,136722551657911619400,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=50,BANANA bag tuple
growing,banana_055,wfomc,solved,26414370555196141518000,26414370555196141518000,72.644609,,,banana;bag;tuple;growing;family=banana;domain=55,BANANA bag tuple
growing,banana_055,propositionalwfomc,timeout,,26414370555196141518000,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=55,BANANA bag tuple
growing,banana_055,coso,solved,26414370555196141518000,26414370555196141518000,0.142186,,,banana;bag;tuple;growing;family=banana;domain=55,BANANA bag tuple
growing,banana_055,asp,timeout,,26414370555196141518000,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=55,BANANA bag tuple
growing,banana_055,essence,timeout,,26414370555196141518000,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=55,BANANA bag tuple
growing,banana_060,wfomc,timeout,,3553261127084984957001360,100.103277,TimeoutError,Timed out after 100.000s,banana;bag;tuple;growing;family=banana;domain=60,BANANA bag tuple
growing,banana_060,propositionalwfomc,timeout,,3553261127084984957001360,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=60,BANANA bag tuple
growing,banana_060,coso,solved,3553261127084984957001360,3553261127084984957001360,0.142590,,,banana;bag;tuple;growing;family=banana;domain=60,BANANA bag tuple
growing,banana_060,asp,timeout,,3553261127084984957001360,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=60,BANANA bag tuple
growing,banana_060,essence,timeout,,3553261127084984957001360,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=60,BANANA bag tuple
growing,banana_065,wfomc,timeout,,334118902029058466905384800,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=65,BANANA bag tuple
growing,banana_065,propositionalwfomc,timeout,,334118902029058466905384800,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=65,BANANA bag tuple
growing,banana_065,coso,solved,334118902029058466905384800,334118902029058466905384800,0.137923,,,banana;bag;tuple;growing;family=banana;domain=65,BANANA bag tuple
growing,banana_065,asp,timeout,,334118902029058466905384800,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=65,BANANA bag tuple
growing,banana_065,essence,timeout,,334118902029058466905384800,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=65,BANANA bag tuple
growing,banana_070,wfomc,timeout,,46807020729707190681927088800,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=70,BANANA bag tuple
growing,banana_070,propositionalwfomc,timeout,,46807020729707190681927088800,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=70,BANANA bag tuple
growing,banana_070,coso,solved,46807020729707190681927088800,46807020729707190681927088800,0.136371,,,banana;bag;tuple;growing;family=banana;domain=70,BANANA bag tuple
growing,banana_070,asp,timeout,,46807020729707190681927088800,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=70,BANANA bag tuple
growing,banana_070,essence,timeout,,46807020729707190681927088800,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=70,BANANA bag tuple
growing,banana_075,wfomc,timeout,,9330799555464321896324157740400,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=75,BANANA bag tuple
growing,banana_075,propositionalwfomc,timeout,,9330799555464321896324157740400,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=75,BANANA bag tuple
growing,banana_075,coso,solved,9330799555464321896324157740400,9330799555464321896324157740400,0.142004,,,banana;bag;tuple;growing;family=banana;domain=75,BANANA bag tuple
growing,banana_075,asp,timeout,,9330799555464321896324157740400,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=75,BANANA bag tuple
growing,banana_075,essence,timeout,,9330799555464321896324157740400,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=75,BANANA bag tuple
growing,banana_080,wfomc,timeout,,1293658203894916697329683225865600,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=80,BANANA bag tuple
growing,banana_080,propositionalwfomc,timeout,,1293658203894916697329683225865600,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=80,BANANA bag tuple
growing,banana_080,coso,solved,1293658203894916697329683225865600,1293658203894916697329683225865600,0.139410,,,banana;bag;tuple;growing;family=banana;domain=80,BANANA bag tuple
growing,banana_080,asp,timeout,,1293658203894916697329683225865600,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=80,BANANA bag tuple
growing,banana_080,essence,timeout,,1293658203894916697329683225865600,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=80,BANANA bag tuple
growing,banana_085,wfomc,timeout,,260122255069236319941074640336744000,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=85,BANANA bag tuple
growing,banana_085,propositionalwfomc,timeout,,260122255069236319941074640336744000,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=85,BANANA bag tuple
growing,banana_085,coso,solved,260122255069236319941074640336744000,260122255069236319941074640336744000,0.138854,,,banana;bag;tuple;growing;family=banana;domain=85,BANANA bag tuple
growing,banana_085,asp,timeout,,260122255069236319941074640336744000,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=85,BANANA bag tuple
growing,banana_085,essence,timeout,,260122255069236319941074640336744000,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=85,BANANA bag tuple
growing,banana_090,wfomc,timeout,,35806695484463943560955394491153934080,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=90,BANANA bag tuple
growing,banana_090,propositionalwfomc,timeout,,35806695484463943560955394491153934080,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=90,BANANA bag tuple
growing,banana_090,coso,solved,35806695484463943560955394491153934080,35806695484463943560955394491153934080,0.138412,,,banana;bag;tuple;growing;family=banana;domain=90,BANANA bag tuple
growing,banana_090,asp,timeout,,35806695484463943560955394491153934080,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=90,BANANA bag tuple
growing,banana_090,essence,timeout,,35806695484463943560955394491153934080,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=90,BANANA bag tuple
growing,banana_095,wfomc,timeout,,3517600937081713546414311197454838183200,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=95,BANANA bag tuple
growing,banana_095,propositionalwfomc,timeout,,3517600937081713546414311197454838183200,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=95,BANANA bag tuple
growing,banana_095,coso,solved,3517600937081713546414311197454838183200,3517600937081713546414311197454838183200,0.141131,,,banana;bag;tuple;growing;family=banana;domain=95,BANANA bag tuple
growing,banana_095,asp,timeout,,3517600937081713546414311197454838183200,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=95,BANANA bag tuple
growing,banana_095,essence,timeout,,3517600937081713546414311197454838183200,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=95,BANANA bag tuple
growing,banana_100,wfomc,timeout,,496757673511701399797303388664100162842200,0.000000,SkippedAfterTimeout,Skipped because wfomc already timed out for this growing family at domain 60; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=100,BANANA bag tuple
growing,banana_100,propositionalwfomc,timeout,,496757673511701399797303388664100162842200,0.000000,SkippedAfterTimeout,Skipped because propositionalwfomc already timed out for this growing family at domain 35; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=100,BANANA bag tuple
growing,banana_100,coso,solved,496757673511701399797303388664100162842200,496757673511701399797303388664100162842200,0.132669,,,banana;bag;tuple;growing;family=banana;domain=100,BANANA bag tuple
growing,banana_100,asp,timeout,,496757673511701399797303388664100162842200,0.000000,SkippedAfterTimeout,Skipped because asp already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=100,BANANA bag tuple
growing,banana_100,essence,timeout,,496757673511701399797303388664100162842200,0.000000,SkippedAfterTimeout,Skipped because essence already timed out for this growing family at domain 15; timeout budget was 100.000s.,banana;bag;tuple;growing;family=banana;domain=100,BANANA bag tuple
